A1,A3,A7,A8,A9,A10,A11,A13,A14,A4_1,A4_2,A4_3,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A6_1,A6_2,A6_3,A6_4,A6_5,A6_7,A6_8,A6_9,A12_1,A12_2,A12_3
1,-0.5465262459591995,-0.06680620620224584,1,1,0.12347165532453808,1,1.081094397057855,-0.08785187970464159,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.350036437585323,0.26960843904260273,1,1,1.1524021163623552,0,0.8485828614948784,0.035075502383755355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5465262459591995,-0.21632382631106742,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.1952212649974758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1.2546400420584958,0.6807818943418621,1,0,-0.49388662129815225,0,-0.3721027002107493,-0.1954133390319889,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8058459459081757,-0.6529152770288265,0,0,-0.49388662129815225,0,0.3254319064781808,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8812295796142735,-0.552738471555916,0,0,-0.49388662129815225,0,0.6741992098226459,-0.18696208151341162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8058459459081757,-0.5901178765831214,1,0,-0.49388662129815225,0,0.9590258408872924,-0.19099563623818716,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.7475492691754602,0.08271141390657576,1,1,0.535043839739665,1,0.6741992098226459,0.07925253032177301,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8812295796142735,2.3254757155388996,0,0,-0.49388662129815225,1,0.6741992098226459,-0.1954133390319889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,0.4505479491934533,-0.17894442128386204,1,1,0.12347165532453808,0,0.09292037091520411,0.07176164297576132,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3.465893297437363,-0.6648766866375322,0,0,-0.49388662129815225,1,1.5461174681838086,19.011990112280035,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.40029219338938815,-0.6529152770288265,0,0,-0.49388662129815225,0,-0.255846932429261,-0.1954133390319889,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.45405565527971964,0.08271141390657576,1,1,1.975546485192609,1,1.3136059326208318,0.28669248759594285,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.7520824840178443,1.42836999488597,1,1,0.12347165532453808,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.15252112045532865,-0.14156501625665663,1,1,-0.08231443688302535,1,-0.3721027002107493,-0.0033393045188686884,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.9531055072341049,-0.365841446419889,1,0,-0.49388662129815225,1,-0.7208700035552144,-0.11858372522674082,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.3883203524973091,-0.6394586912190325,0,0,-0.49388662129815225,0,0.7904549776041343,-0.19445296885942331,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1.0536170188422351,-0.6155358720016211,0,1,-0.2881005290905888,0,-0.3721027002107493,-0.1952212649974758,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.45405565527971964,0.23222903401539735,0,0,-0.49388662129815225,0,0.09292037091520411,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.253032632063459,0.38174665412421893,1,1,0.12347165532453808,1,0.842770073105804,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8058459459081757,-0.44060025647429985,0,0,-0.49388662129815225,1,-0.30234923954185633,-0.19502919096296267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1.1038727746463004,-0.3404234510013894,0,0,-0.49388662129815225,0,0.7904549776041343,-0.19291637658331837,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.3535441436715893,-0.44060025647429985,0,0,-0.49388662129815225,1,0.6741992098226459,-0.18254437871960985,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.1541285304503655,0.8302995144506837,1,1,0.9466160241547917,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.355151553666626,-0.5407770619472103,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.253032632063459,0.23222903401539735,1,0,-0.49388662129815225,1,0.6741992098226459,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.5510594608015836,-0.21632382631106742,1,1,-0.2881005290905888,0,-0.1395911646477726,-0.15046801495591877,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.48722445411040266,-0.5153590665287107,1,1,0.3292577475321015,0,-0.6046142357737261,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.10226536465126349,0.6179844938961571,1,1,-0.2881005290905888,1,-0.3721027002107493,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.6219098796652972,-0.6648766866375322,0,0,-0.49388662129815225,0,0.9067107453856226,-0.1952212649974758,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.7475492691754602,0.8302995144506837,1,1,0.7408299319472283,1,1.8367568876375295,1.7253270060992132,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.0536170188422351,-0.365841446419889,0,1,-0.2881005290905888,0,-0.3721027002107493,-0.1952212649974758,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.7555901901041105,-0.365841446419889,1,1,-0.08231443688302535,1,-0.09890164592425169,-0.09937632177542881,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.24952492597719264,0.08271141390657576,1,1,0.12347165532453808,0,-0.6046142357737261,-0.019089375348944546,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.2546400420584958,-0.5781564669744157,1,1,0.7408299319472283,0,-0.3662899118216749,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-0.8561017017122409,-0.6274972816103268,0,0,-0.49388662129815225,0,1.022966513167111,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.8525939956259746,0.9050583245050945,1,0,-0.49388662129815225,1,-0.17446789498221912,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.7555901901041105,-0.6274972816103268,0,0,-0.49388662129815225,1,0.45912603942689245,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8390147447388587,-0.6274972816103268,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.17870289802934747,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.8480607807835905,-0.14156501625665663,0,1,-0.2881005290905888,1,-0.6046142357737261,-0.19445296885942331,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.45405565527971964,1.42836999488597,0,0,-0.49388662129815225,1,0.5579434420411575,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8892705005429239,-0.44060025647429985,0,0,-0.49388662129815225,0,-0.1395911646477726,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.7395083482468098,-0.3165006317839779,0,0,-0.49388662129815225,0,-0.9068792320055957,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.6721656354693624,-0.44060025647429985,1,1,-0.2881005290905888,0,0.3254319064781808,-0.1762059355806769,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.45405565527971964,1.5778876149947916,1,0,-0.49388662129815225,1,1.970451020586241,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.5877359657185329,-0.041388210783746174,1,1,0.535043839739665,0,0.20917613869669247,0.285347969354351,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.4037998994756545,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.023335396866284254,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.7897641040508749,-0.017465391566334695,0,0,-0.49388662129815225,1,-0.325600393098154,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1.4556630652747564,3.5216166764094723,1,1,1.1524021163623552,0,-1.0696373068996794,1.0703545484094734,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.06005052977584876,1.1412961642770327,1,1,0.12347165532453808,0,0.7381398821024645,-0.13779112867805285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.7978050249795253,-0.6394586912190325,0,0,-0.49388662129815225,0,-0.2325957788729633,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.9753075802887907,-0.6648766866375322,0,0,-0.49388662129815225,1,-0.03496097364443309,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.5545671668878499,-0.14156501625665663,1,1,-0.08231443688302535,1,-1.0696373068996794,-0.1925322285142921,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7385032331307284,-0.6529152770288265,0,0,-0.49388662129815225,0,-0.08146328075702843,-0.1610320868541404,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.4505479491934533,2.774028575865364,1,1,0.9466160241547917,1,0.6741992098226459,-0.19445296885942331,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.939526256346989,-0.6529152770288265,0,0,-0.49388662129815225,0,-0.255846932429261,-0.05673588611351611,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.49627049015513436,-0.5781564669744157,0,0,-0.49388662129815225,0,0.09292037091520411,-0.19483711692844954,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.9224392993736069,-0.6394586912190325,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.7053344343000454,-0.5153590665287107,0,0,-0.49388662129815225,1,-0.1395911646477726,-0.1954133390319889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1.2546400420584958,-0.21632382631106742,1,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.4037998994756545,-0.14156501625665663,1,1,0.535043839739665,1,-0.7208700035552144,-0.18427304503022796,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8812295796142735,-0.5901178765831214,1,1,0.12347165532453808,0,0.4416876742596692,2.706441174392231,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.7475492691754602,-0.4660182518927995,0,0,-0.49388662129815225,0,0.3254319064781808,-0.1498917928523794,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.862824227788581,-0.6648766866375322,1,1,-0.2881005290905888,0,-0.5232351983266842,-0.1954133390319889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.6379917215225981,-0.6648766866375322,1,0,-0.49388662129815225,0,0.7904549776041343,-0.1954133390319889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.15252112045532865,-0.365841446419889,0,0,-0.49388662129815225,1,1.022966513167111,-0.0033393045188686884,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.4711426122531018,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6550786784959802,-0.2417418217295671,1,0,-0.49388662129815225,0,1.3833593932897248,-0.15699853212936488,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.8525939956259746,0.5312642742330406,0,1,-0.2881005290905888,0,-0.6627421196644703,-0.19426089482491019,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.8983165365876556,3.8206519166271153,1,1,3.6218352228531168,0,-1.0696373068996794,2.6856971786648143,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.45405565527971964,0.08271141390657576,0,0,-0.49388662129815225,1,-1.0696373068996794,-0.19502919096296267,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.3535441436715893,1.129334754668327,1,1,1.7697603929850454,0,-0.6046142357737261,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.8309738238102083,-0.6274972816103268,1,0,-0.49388662129815225,0,-0.023335396866284254,-0.1952212649974758,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.45405565527971964,-0.5153590665287107,0,0,-0.49388662129815225,0,0.953213052498218,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,2.762312716180451,3.8206519166271153,1,1,3.004476946230426,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.38320523641600596,1.5405082099675862,1,1,0.12347165532453808,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.9566132133203712,0.08271141390657576,1,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6048229226919151,-0.5901178765831214,1,0,-0.49388662129815225,1,-0.12215279948054936,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.03492265187381618,-0.365841446419889,0,0,-0.49388662129815225,1,0.3254319064781808,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,-0.4118408204043049,-0.6274972816103268,0,0,-0.49388662129815225,1,-0.6046142357737261,-0.1954133390319889,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.8058459459081757,-0.6155358720016211,0,0,-0.49388662129815225,1,0.20917613869669247,-0.14720275636919575,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.5008037049975185,-0.6529152770288265,0,1,-0.2881005290905888,0,-0.4883584679922377,-0.1952212649974758,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.7555901901041105,0.007952603852164964,1,0,-0.49388662129815225,1,-1.0696373068996794,-0.13779112867805285,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.6550786784959802,-0.4032208514470944,0,0,-0.49388662129815225,1,-0.1395911646477726,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7897641040508749,-0.26566464094697856,1,1,1.1524021163623552,1,0.6916375749898691,0.43651023451617665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1.2546400420584958,-0.365841446419889,1,1,1.7697603929850454,0,-1.0696373068996794,0.3808087645073718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,-0.5043114110837847,0.38174665412421893,0,0,-0.49388662129815225,1,0.09292037091520411,-0.16833090016563895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.4505479491934533,0.23222903401539735,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.730462312202078,-0.2791212267567725,1,1,-0.08231443688302535,0,0.09292037091520411,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6550786784959802,-0.6648766866375322,0,0,-0.49388662129815225,0,0.6741992098226459,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.8390147447388587,-0.6274972816103268,0,0,-0.49388662129815225,0,0.3254319064781808,-0.1952212649974758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1.5561745768828867,1.727405235103613,1,0,-0.49388662129815225,1,-0.9301303855618934,0.19411280296061892,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.3455032227429389,0.0946728235152815,1,1,-0.2881005290905888,0,-0.6627421196644703,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,-0.15252112045532865,0.08271141390657576,1,0,-0.49388662129815225,1,1.022966513167111,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7807180680061432,-0.5901178765831214,0,0,-0.49388662129815225,0,0.5579434420411575,-0.1562302359913124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.8867679095727389,0.6807818943418621,1,1,1.975546485192609,1,-1.0696373068996794,-0.15296497740458934,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,4.11117720196156,-0.6020792861918272,1,1,-0.2881005290905888,0,3.3480818687968776,-0.1781266759258081,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0.24952492597719264,-0.365841446419889,1,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5465262459591995,-0.6529152770288265,1,0,-0.49388662129815225,1,1.2554780487300876,0.9186160611441084,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5465262459591995,-0.6529152770288265,0,0,-0.49388662129815225,0,-0.325600393098154,-0.1952212649974758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,-0.4208868564490366,-0.6155358720016211,0,0,-0.49388662129815225,1,-1.0696373068996794,-0.09918424774091568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,2.9633357393967117,1.42836999488597,1,1,2.7986908540228628,0,-1.0696373068996794,0.7649568335336122,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.4460147343510692,-0.6648766866375322,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.0033393045188686884,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.4711426122531018,-0.06680620620224584,1,1,1.7697603929850454,1,0.09292037091520411,0.3808087645073718,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.21635612714650962,0.9798171345595054,0,0,-0.49388662129815225,0,1.6333092940199248,-0.16660223385502088,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.6184021735790309,-0.6155358720016211,0,0,-0.49388662129815225,1,-8.424330998658097e-05,-0.1954133390319889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1.0536170188422351,0.08271141390657576,1,0,-0.49388662129815225,0,-0.8371257713367027,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.45405565527971964,-0.6648766866375322,1,0,-0.49388662129815225,1,0.3196191180891064,-0.15699853212936488,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7807180680061432,-0.6394586912190325,0,1,0.3292577475321015,0,0.40681094392522266,0.17913102826859553,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.350036437585323,0.6060230842874513,1,1,1.975546485192609,1,-0.5290479867157586,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0.9611464281627552,-0.6529152770288265,0,0,-0.49388662129815225,0,0.09292037091520411,-0.0033393045188686884,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.30328838786752416,2.0264404753212566,1,0,-0.49388662129815225,1,-0.47673289121408885,-0.07267803097810509,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1.0616579397708854,-0.6529152770288265,1,1,1.3581882085699186,0,-0.7208700035552144,-0.11935202136479331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1.7571976000991476,0.8302995144506837,1,1,-0.08231443688302535,0,-1.0696373068996794,0.7649568335336122,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.8641426226408914,-0.5407770619472103,1,1,1.7697603929850454,1,1.4879895842930644,-0.19426089482491019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.9566132133203712,-0.6648766866375322,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.45405565527971964,2.3254757155388996,0,0,-0.49388662129815225,1,0.09292037091520411,-0.1954133390319889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,-0.6299508005939477,-0.21632382631106742,1,1,1.563974300777482,0,0.011541333468162255,0.7073346231796762,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.5465262459591995,-0.5901178765831214,0,0,-0.49388662129815225,1,-0.023335396866284254,-0.1858096373063329,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.9531055072341049,-0.21632382631106742,1,0,-0.49388662129815225,0,-0.3721027002107493,0.2283019811039543,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.10226536465126349,1.2788523747771483,1,1,2.7986908540228628,0,-0.38954106537797256,0.03699624272888656,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.8058459459081757,-0.48994107111021096,0,0,-0.49388662129815225,0,0.3254319064781808,-0.19483711692844954,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.906357457516306,-0.6648766866375322,1,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
